,APPLICATION TYPE,PERMIT,APPL INIT DATE,ISSUE DATE,APPL FINAL DATE,APPLICANT NAME,ASSESSOR INFO NUMBER,STATISTICAL CLASS CODE,DWELLING ADDED/REMOVED,# OF BUILDING,SQFT,VALUATION,CMP CODE,PERMIT TYPE,COMBINED ADDRESS,WORK DESCRIPTION,PERMIT SUBTYPE,PERMIT STATUS,STATUS DATE
3834,,98016-10000-22372,,11/20/1998,,,,,,,,45000,,Bldg-Alter/Repair,1546 N ARGYLE AVE 90028,Seismic Strengthening To La City Standards Excluding Plywood Shear Panel Deflection Analysis And Distribution. Phase I Exterior Shear Walls.,Commercial,Permit Finaled,3/25/1999
3926,,98016-30000-25358,,12/11/1998,,,,,,,,100000,,Bldg-Alter/Repair,10223 W CLEMATIS CT 90077,"Replace Existing Windows. Bathroom & Kitchen Remo Del, Removal & Placement Of Fireplace. No New Floor Area. Add Plywood Panels. This Permit Doesn'T Involve Any Seismic Works.",1 or 2 Family Dwelling,Permit Closed,8/16/1999
4005,,98016-30000-25954,,12/31/1998,,,,,,,,4800,,Bldg-Alter/Repair,242 N BANDINI ST 90731,"Replace 41' Long Footing (2 Story, 4 Units), Foundation Retrofit Per Engineer'S Design. Provide Plywood Shear Panels On First Floor South Wall Per Engineer'S Design.",Apartment,Permit Closed,5/11/2001
4116,,99016-20000-01515,,1/27/1999,,,,,,,,15000,,Bldg-Alter/Repair,3450 N AMETHYST ST 90032,Rehab - Reroof W/ Class A Roofing Material/ New Foundation At Some Por Tion Bldg Without Footing/ Window & Door Changeouts/ Install Exterior Wall Siding/ Replace Wood Floor W/ Concrete Slab On Grade Utility Room,1 or 2 Family Dwelling,Permit Finaled,2/22/2001
4296,,99016-70000-03643,,3/2/1999,,,,,,,,20000,,Bldg-Alter/Repair,219 W 52ND ST 90037,"Replace The Entire Perimeter Foundation, Alternate 4-Ft Sections Per Type V Sheet; Reroof: Tear-Off, 1/2"" Cdx Plywood, Class A Fiberglass Shingles; Replace 6 Windows (Same Size); Replace Front & Rear Doors;Re Place Kitchen Cabinets/Counters; Rewire Electrical Circuits, New Plumb Ing Fixtures, Replace Waste Lines; Upgrade Electrical. Replace: Wall H Eater & Water Heater.",1 or 2 Family Dwelling,Permit Finaled,12/29/1999
5188,,99016-70000-12908,,7/13/1999,,,,,,,,20000,,Bldg-Alter/Repair,223 W 52ND ST 90037,"Replace The Entire Perimeter Foundation, Alternate 4-Ft Sections Per Type V Sheet; Reroof: Tear-Off Existing Roof Covering, 1/2""Cdx Plywood; & Class A Fiberglass Shingles; Replace Kitchen Cabinets; Replace 7 Windows, & 2 Doors; Drywall Entire Interior& Lath & Stucco Exterior.",1 or 2 Family Dwelling,Permit Finaled,1/28/2000
5349,,99016-10000-13071,,8/4/1999,,,,,,,,100000,,Bldg-Alter/Repair,2653 S HOOVER ST 90007,"Interior Remodel , Add Elevator, H/C Ramp, Restripe Parking To Add 1 H/C Space, Replace Windows, Add 4 Skylights, Resurface Balcony, Add Plywood Shear Panels And Retrofit Foundation, Add Roof Framing Support",1 or 2 Family Dwelling,Permit Finaled,1/5/2000
5351,,99016-20000-14430,,8/4/1999,,,,,,,,9000,,Bldg-Alter/Repair,3327 N MINNEAPOLIS ST 90039,"Rebuild Fire Damage To Include New Stud Wall, Roof (1/2"" Cdx Plywood Class A), New Ceiling Joist, Plywood Floor (5/8"" Cdx) To Include R-19 Insulation For Raised Foundation, Interior Remodel And Relocate Water Heater. 50% Max Fire Damage, Inspector To Verify.",1 or 2 Family Dwelling,Permit Finaled,1/16/2007
5371,,99016-20000-14743,,8/9/1999,,,,,,,,1500,,Bldg-Alter/Repair,11746 W HART ST 91605,"Remove Damaged Stucco, Install Plywood (Voluntary) And Restucco. At Rear& Portion Of Sides.",1 or 2 Family Dwelling,Permit Finaled,8/22/2000
5780,,99016-30001-15809,,10/15/1999,,,,,,,,3200,,Bldg-Alter/Repair,1023 S ABBOT KINNEY BLVD 90291,"Repair Foundation, New Footing & Slab In Kitchen Area, Replace Bottom Plate, Rebuild Non Bearing Partition Walls, Replace Dry Rot, Water Damaged Wood Member With Engineer Design. Type V-N. No Addition.",Commercial,Permit Finaled,12/15/1999
6034,,99016-70000-22668,,12/2/1999,,,,,,,,3700,,Bldg-Alter/Repair,5601-5603 S ST ANDREWS PL 90062,"Construct A 5'-3"" Retaining Wall Along The Perimeter Of The Basement To Support The Exiting Foundation Walls. 65'-0"". Work Includes Rebuidling Wood Tenant Seperation Wall At That Bas. Level.",1 or 2 Family Dwelling,Permit Finaled,1/11/2000
6072,,99016-30000-23221,,12/10/1999,,,,,,,,6000,,Bldg-Alter/Repair,474 W VISTA GLORIOSA DR 90065,"Voluntary Upgrade Per Engineer'S Details, Adding Plywood Bracing On Cr Ipple Walls, Add ""X"" On Deck Columns.",1 or 2 Family Dwelling,Permit Finaled,2/22/2000
6215,,99010-20001-01292,,1/24/2000,,,,,,,,301,,Bldg-Alter/Repair,4315 ARCOLA AVE 91602,Revise Foundation Details From Slab On Grade To Raised Wood Floor/Pier Per Engineer Details.,1 or 2 Family Dwelling,Permit Expired,12/29/2006
6352,,00016-30000-02770,,3/1/2000,,,,,,,,6310,,Bldg-Alter/Repair,580 N HOMEWOOD ROAD 90049,"Underpin Foundation At Front, Level Concrete Floor And Install Hardwood Floor In Kitchen And Dining Room.",1 or 2 Family Dwelling,Permit Finaled,3/7/2008
6587,,00014-70001-00532,,4/21/2000,,,,,,,,10000,,Bldg-Alter/Repair,216 1/2-218 W 85TH PL 90003,Remove And Replace Termite Damaged Wood Studs And Rafters In Existing Unit. Add New Foundation Under Existing Unit As Req'D By Inspector'S Correction Notice.,1 or 2 Family Dwelling,Issued,4/21/2000
6597,,00016-70000-07209,,4/24/2000,,,,,,,,1500,,Bldg-Alter/Repair,2717 S BUDLONG AVE 90007,"Replace Damaged Wood @ Existing Stair Case. Replace 3 Stringers, Treads And Hand Rail. Foundation, Hardware And Foundation To Remain.",Apartment,Permit Finaled,5/8/2000
6697,,00016-70000-08838,,5/15/2000,,,,,,,,6500,,Bldg-Alter/Repair,2427 E 1ST ST 90033,"Replace Kitchen Cabinets, Replace 12 Windows, Reroof: Tear-Off The Exi Sting Roof-Covering, 1/2"" Cdx Plywood; & Comp. Shingles; Reinforce The Existing Foundation Piers/Posts Per Type V Sheet. + Lath & Stucco Exterior Wood-Siding.",1 or 2 Family Dwelling,Permit Finaled,9/11/2000
6766,,00016-70000-09778,,5/26/2000,,,,,,,,3500,,Bldg-Alter/Repair,1165 W 37TH DR 90007,"Under Pin Existing Foundation, Install Steps And Replace Wood Porch Floor With Conc. Slab (5' X 12')",1 or 2 Family Dwelling,Permit Expired,3/19/2008
6770,,00016-70000-09881,,5/31/2000,,,,,,,,6800,,Bldg-Alter/Repair,2450 E CINCINNATI ST 90033,"Replace Kitchen Cabinets, Replace 12 Windows, Re-Roof; Tear-Off The Existing Roof Coverin, 1/2"" Cdx Plywood & Comp. Shingles; Reinforce The Existing Foundation Peris/Posts Pver Type V Sheet & Lath & Stucco Exterior Wood-Siding.",1 or 2 Family Dwelling,Permit Finaled,2/9/2001
7067,,00016-30000-14118,,7/27/2000,,,,,,,,850,,Bldg-Alter/Repair,7803 W 80TH ST 90293,"Change Out 3 Windows, Reroof 30 Square Feet, Replace Less Than 10% Dry -Rot/ Water Damaged Roof Rafters And Studs. Wood Replaced Will Be Replaced At Same Spacing And Location. Voluntery Addition Of Straps At Shearwalls In The Under Floor Area, Not To Comply With Any Retrofit Requirements.",1 or 2 Family Dwelling,Permit Finaled,12/4/2000
7194,,00016-10000-13842,,8/23/2000,,,,,,,,80000,,Bldg-Alter/Repair,2130 E 1ST ST 2ND FLOOR. 90033,T.I Add Nonbearing Walls To Create Office Spaces ( 2145 Sq.Ft) On North-West Corner Of 2nd Floor. Repair/Patch Existing Ceiling. Walls Being Removed Are Structural In Nature As Determined By Looking At The Approved Set Of Plans For The Retrofit Work-Struct New Plywood Walls Added To Maint. Div 88 Req'Ments.Asp,Commercial,Permit Finaled,5/9/2008
7509,,00016-70000-20496,,10/20/2000,,,,,,,,25000,,Bldg-Alter/Repair,5514 E VIA MARISOL 90042,"Comply With Department Order Dated 08/25/00. Permit Will Expire 30 Days From Issuance Date. Replace Foundation, Remove (E) Roofing, Add Plywood Sheathing, Re-Roof W/ Comp Shingles (9sqrs) 4 Sqrs Hot Mop",1 or 2 Family Dwelling,Permit Closed,7/2/2001
7562,,00016-20000-21544,,11/3/2000,,,,,,,,2000,,Bldg-Alter/Repair,4212 N COLBATH AVE 91423,Construct Foundation Pad/Footing To Accomodate Existing 20'X 25'Garage To Move Back Approximately 18' Towards The Back Of The Property. Cosmetic Repair As Necessary. Add Plywood Shear Panel Inside & Electrical Work.,1 or 2 Family Dwelling,Permit Finaled,12/11/2002
7687,,99016-40001-16586,,11/30/2000,,,,,,,,301,,Bldg-Alter/Repair,1208 W PASEO DEL MAR 90731,"To Recap Plan Check Fee And Clarify Scope Of The Work To Include Remov Ing Laundry Room At Rear, Apply 1/2"" Struct I Plywood Sheathing At All Exterior Walls Except At Line 1, Apply Plywood Inside; Foundation Anch Ors Upgrade Per Standard Plan # 1; Remove And Replace Existing Stairwa Y; New Fireplace At Master Bedroom;",1 or 2 Family Dwelling,Permit Finaled,12/14/2017
7939,,00016-30000-22410,,1/30/2001,,,,,,,,40000,,Bldg-Alter/Repair,823 E PALMS BLVD 90291,"Repair Deteriorated Portion Of Wall,Replace Foundation (18ft Under Exterior Wall &21ft Under Interior Wall)Of Existing 2-Story Sfd.Add New Steel Frame,Plywood To Shearwalls @ The 823 E.Palms Blvd Bldg.",1 or 2 Family Dwelling,Permit Finaled,7/12/2001
8150,,01016-70000-04362,,3/15/2001,,,,,,,,2000,,Bldg-Alter/Repair,4932 S 8TH AVE 90043,Remove And Replace20 Ft Of Existing Foundation For Sfd. Per Type V. Resheath Existing Roof. New Plywood And New Comp. Shingles. Restucco Over Wood Siding- House And Garage. Install New Abs Piping. Remodel Kitchen (Cabinet And Sink). New Smoke Det.,1 or 2 Family Dwelling,Permit Finaled,4/23/2001
8336,,01014-20000-01511,,4/10/2001,,,,,,,,35000,,Bldg-Alter/Repair,1647 WOODS DR nan,Replace Second Floor Windows And Doors. Add Plywood Panels To Exterior Wall (Voluntary Upgrade). Add Roof Beams.,1 or 2 Family Dwelling,Permit Finaled,12/6/2005
8535,,01016-10000-07708,,5/15/2001,,,,,,,,70000,,Bldg-Alter/Repair,414 S ROSSMORE AVE 90020,"Interior Remodeling/Renovation Of 2-Story Sfd. Work Includes : Windows Replacement, Restucco, Rearrange Stairway, Renovate Bathrooms, Enlarge Kitchen Area By Removel Of Wall And Installation Of Steel Frame, Glulam Beams, Wood Posts And Foundations.",1 or 2 Family Dwelling,Issued,5/15/2001
8636,,01016-70000-10350,,6/5/2001,,,,,,,,5000,,Bldg-Alter/Repair,5152 S VICTORIA AVE 90043,"Repair Foundation (Less Than 10%) Per Type V & Reroof With 1/2"" Cdx Plywood Sheathing And Composition Shingles, 25sqrs- House And Detached Garage",1 or 2 Family Dwelling,Permit Expired,3/19/2008
8754,,01014-20001-02891,,6/21/2001,,,,,,,,301,,Bldg-Alter/Repair,3946 N VENTURA CANYON AVE 91423,"Alter Std Plan Roof Framing To 2x6 At 16 Rr, 4x12 Header And Plywood Sheathing. Seismic Brc'G Per City Std.",1 or 2 Family Dwelling,Permit Finaled,11/1/2001
8823,,01016-70000-12185,,7/2/2001,,,,,,,,2900,,Bldg-Alter/Repair,633 E 45TH ST 90011,"Reroof: Remove The Existing Roof-Covering; Install 1/2""Cdx Plywood, & Class A Fiberglass Shingles (Front Dwelling Only); Replace All Interior Drywall; Instulate Exterior Walls (Voluntary) R-13.",1 or 2 Family Dwelling,Permit Finaled,1/18/2002
8986,,99010-20001-02999,,7/31/2001,,,,,,,,40000,,Bldg-Alter/Repair,1371 TOWER GROVE DR 0.0,Revise Permit To Change Lower Raised Wood Floor To Concrete Slab And Beams. Revise Pile Foundation.,1 or 2 Family Dwelling,Permit Finaled,4/22/2010
9184,,01016-10001-15017,,9/4/2001,,,,,,,,800,,Bldg-Alter/Repair,2429 N EDGEWATER TER 90039,Supplemental To 01016-10000-15017 To Change Roof Pitch To (E) Garage At Rear Of Lot. Add Plywood To Interior Of (E) Wall. (Voluntary Upgrade),1 or 2 Family Dwelling,Permit Finaled,8/13/2003
9425,,01016-70000-20191,,10/25/2001,,,,,,,,15000,,Bldg-Alter/Repair,1393 W ROLLAND CURTIS PL 90062,Reroof With New Plywood Sheathing & Composition Shingles; Change Out 7 Windows With The Same Existing Sizes; Reinforce Foundation Per L.A. City Standard Plan,1 or 2 Family Dwelling,Permit Finaled,11/20/2006
9522,,01016-70000-22039,,11/14/2001,,,,,,,,5000,,Bldg-Alter/Repair,1369 W 38TH ST 90062,"Reroof (Includig Plywood), Retrofit Foundation Per City Standards, And Replace 10 (Same Size Windows). Relocate Non Bearing Walls To Enlarge Bedrooms And Remodel Bathrooms And Laundry Room. 3 Bedroom 2 Bath Room Home. No New Square Footage-No Change In Plot Plan",1 or 2 Family Dwelling,Permit Finaled,5/13/2008
9757,,00010-40001-03291,,12/31/2001,,,,,,,,4000,,Bldg-Alter/Repair,910 N NORDICA DR 90065,"Structural Revision To 00010-40000-03291 : A-) Change Masonry Shear Walls To Wood Shear Walls At South Side (Master Bedroom), A Portion Of East Wall Due To Slope Less Than 3:1. B-) Enlarge Grade Beam On West Side To Make Foundation For Bedroom 2. C-) New Steel Column To Support In Kitchen Area.",1 or 2 Family Dwelling,Permit Finaled,6/7/2002
9874,,02016-10000-01032,,1/24/2002,,,,,,,,5000,,Bldg-Alter/Repair,365 N ROCKINGHAM AVE 90049,Replace Existing Delapidated 3-Wood Posts With 3-Steel Ts Posts On New Foundation  And Roof Framing As Required. ,1 or 2 Family Dwelling,Permit Finaled,8/29/2002
9920,,01016-20000-23867,,2/1/2002,,,,,,,,20000,,Bldg-Alter/Repair,1932 N WILTON PL 90068,"Voluntary  Foundation Retrofit, Add Wood Deck 40'5"" X 22' Irreg.",1 or 2 Family Dwelling,Permit Finaled,7/9/2002
9965,,01016-30001-08252,,2/8/2002,,,,,,,,300000,,Bldg-Alter/Repair,1141 N STONE CANYON ROAD 90077,1. Add 3 New Skylites On The Upper Roof; Replace And Reframe Existing 2 Skylites Above Living Room And House Entrance. 2. Add Plywood For All Exterior Walls And Some Interior Walls With Hold-Downs Per Type V Sheet (Voluntary Seismic Upgrade Only).  3. Replace All Headers At Existing Windows. Add New Beams At Media Room With New Posts And Pad Footings At Each End. 4.  Replace All Existing Rafters At High Roof. 5.  Plaster All Interior Walls ,1 or 2 Family Dwelling,Permit Finaled,4/21/2003
10776,,02016-40000-10443,,6/3/2002,,,,,,,,4800,,Bldg-Alter/Repair,25425 S FRAMPTON AVE 90710,"Remove And Replace Deteriorated Foundation With New Foundation Per Type V Sheet On South Side Of Sfd. New Window (2'X2') In (E) Restroom, Change Out 1 Window With Same Size At Bedroom Change 8' Window With 4' Window At Kitchen, Fill In Wall, Remove Siding And Install Plywood And Stucco At Side And Front.",1 or 2 Family Dwelling,Permit Finaled,3/19/2007
11422,,02014-70001-02846,,8/26/2002,,,,,,,,24000,,Bldg-Alter/Repair,347 E 120TH ST 90061,Supplemental To Repair Fire Damaged Areas.  Replace With Same Size Wood Members.  Replace Foundation Per City Standard Plan Where Required.  No Change In Plot Plan.,1 or 2 Family Dwelling,Permit Finaled,10/14/2008
11480,,02016-70000-17191,,9/3/2002,,,,,,,,5000,,Bldg-Alter/Repair,163 W 94TH ST 90044,"Reroof: Remove Old Roof-Covering; Install 1/2""Cdx Plywood, & 20 Squares Class A Fiberglass Shingles; Install R-19 Insulation @ Underfloor, R-30 Insulation @ Ceiling (Voluntary)",1 or 2 Family Dwelling,Permit Finaled,9/17/2002
11916,,02016-20000-21095,,10/23/2002,,,,,,,,20000,,Bldg-Alter/Repair,3249 N TARECO DR 90068,"Remodel And Replace Exist Windows, Restucco, Redecks, Voluntary Upgrade With Plywood Shear Walls Sheathing.",1 or 2 Family Dwelling,Permit Finaled,9/10/2003
12343,,02010-30001-00218,,12/12/2002,,,,,,,,301,,Bldg-Alter/Repair,20501 W NORTHRIDGE ROAD 91311,Supplemental To 02010-30000-00218: Revise Trellis Layout (New Layout Is Approx. 13'X8.5' & 17'X8.5'); Revise Foundation Plan From Raised Wood Floor To Concrete Slab On Grade.,1 or 2 Family Dwelling,Permit Finaled,6/1/2005
13185,,03016-70000-05725,,3/27/2003,,,,,,,,12000,,Bldg-Alter/Repair,1334 N MCCOLLUM ST 90026,"Remove The Existing Stucco, Install 1/2"" Structural 1 Plywood Sheathing; Replace 10 Windows With The Same Existing Size; Install R-13 Insulation @ Exterior Walls (Voluntary); Install Lathing & Apply Stucco To Exterior Surfaces For The Dwelling Only.",1 or 2 Family Dwelling,Permit Finaled,10/31/2008
14379,,03016-10000-15719,,8/8/2003,,,,,,,,5500,,Bldg-Alter/Repair,2901 N BALLARD ST 90032,Re-Roof The Garage W/ Comp. Shingles (Plywood As Needed) And Apply New Stucco To Exterior. Remove And Replace Framing As Needed And Foundation Repair Work,1 or 2 Family Dwelling,Permit Finaled,2/23/2004
14655,,03016-70001-11309,,9/11/2003,,,,,,,,301,,Bldg-Alter/Repair,4453-4453 1/2 S CROCKER ST 90011,"Reduce The Scope Of Work To Interior Remodel And Add Plywood Along The Perimeter Of The Building. This Is No Longer A Seismic Upgrade. Work Include Redrywall, Cabinets, Door, Windows And Reframe Non-Bearing Partitions At The 2nd Floor.",1 or 2 Family Dwelling,Permit Finaled,5/27/2004
14667,,03016-20000-18253,,9/12/2003,,,,,,,,14000,,Bldg-Alter/Repair,3756 W CLAYTON AVE 90027,"Kitchen/Dining Room Remodel,  Replace Damaged Wood Deck Superstructure W/ Existing Foundations",1 or 2 Family Dwelling,Permit Finaled,6/19/2004
17564,,04016-30000-18951,,9/24/2004,,,,,,,,40000,,Bldg-Alter/Repair,3254 S COOLIDGE AVE 90066,"Interior Remodel: Reduce Size Of (E) Bedroom To Remodel Master Bath, Closet And Bedroom.  Create Vaulted Ceiling In The Living Room And The Master Bedroom.  Create Opening Between Den And Kitchen.  Replace Fixtures  Kitchen And Retile (E) Bathrooms.  Add Plywood Shear Panels (Voluntary Only-No Engineering) .  Stucco Repair On Exterior Walls.  Add 3 Skylights To Roof.",1 or 2 Family Dwelling,Permit Finaled,12/14/2006
18457,,03016-20001-22014,,1/20/2005,,,,,,,,40000,,Bldg-Alter/Repair,1964 N HILLHURST AVE 90027,"Supplemental To Permit #04vn45778 To Revise Floor Plan & Occupancy Group To B Occupancy (1,935 Sq. Ft.) And For Revision Of Wood Shear Walls Within An Existing Retrofitted Urm Building Per Engineered Plans.",Commercial,Permit Finaled,1/4/2006
19725,,04010-10001-01955,,6/16/2005,,,,,,,,301,,Bldg-Alter/Repair,8520 W SKYLINE DR 0.0,Structural Detail Changes To Permit 2004la68466 Pcis 04010-30000-01955:  Revise Foundation From Structural Slab To Raised Wood Floor.,1 or 2 Family Dwelling,Permit Finaled,2/26/2007
20109,,05016-30000-15583,,7/28/2005,,,,,,,,15000,,Bldg-Alter/Repair,11 E 19TH AVE 90291,"Voluntary Upgrade @ Front Of Bldg Per Engineer'S Details:   Add Plywood Sheating At 1st, 2nd And 3rd Floors.",1 or 2 Family Dwelling,Permit Finaled,12/6/2005
20803,,05016-20000-16532,,10/19/2005,,,,,,,,50000,,Bldg-Alter/Repair,5242 N AUCKLAND AVE 1-3 91601,"Voluntary Seismic Upgrade By Installing Plywood Shear Walls Throughout, Add 3'-0""X42'-0"" Canopy Along South Side Of Building And Installation Of Revised Window Openings Throughout The Existing 2-Story, 3-Unit Apartment Building Per Engineered Plans.",Apartment,Permit Finaled,12/6/2006
20930,,05016-30000-23642,,11/2/2005,,,,,,,,20000,,Bldg-Alter/Repair,118 N GRAMERCY PL 90004,"Remove And Replace (E) Roof Rafter And Ridge Beams.  Replace (E) Siding, Seismic Re-Inforce The Foundation And Add Plywood Per La City Details.",1 or 2 Family Dwelling,Permit Finaled,6/5/2006
21096,,05016-20000-25050,,11/18/2005,,,,,,,,16500,,Bldg-Alter/Repair,15115 W PARTHENIA ST 91343,"Voluntary Work:  Remove The Drywall & Plaster From The Walls Between The Carport And Apartment Building And Install Additional Studs, Drywall, Plywood And Hold Downs Per Plan.",Apartment,Permit Finaled,9/25/2006
22849,,06016-30000-10696,,6/19/2006,,,,,,,,40000,,Bldg-Alter/Repair,209 S ANITA AVE 90049,"Replace Wood Deck Members With Metal Deck,  Add Columns And Foundation",1 or 2 Family Dwelling,Issued,6/19/2006
25065,,07016-20000-03083,,2/16/2007,,,,,,,,100000,,Bldg-Alter/Repair,2365 N MT OLYMPUS DR 90046,Remove (E)Roof & Reroof Entire Roof.  Changeout (9)Sliding Doors(Same Size).  Replace (E)2 Windows With 1 Window On 2nd Floor & (E)2 Windows With 3 Windows On 1st Floor(All Withing Same Opening).  Replace Decking. Restucco Rear Wall & Voluntary Work To Install Plywood(Not A Seismic Retrofit).,1 or 2 Family Dwelling,Permit Finaled,4/23/2009
26483,,99016-20003-09186,,8/8/2007,,,,,,,,50000,,Bldg-Alter/Repair,2040 N DAVIES WAY 90046,Supplemental Permit To Revise Foundation. Change Wood Floor To Concrete Deck. Change Engineer On Record.,1 or 2 Family Dwelling,Permit Finaled,8/27/2009
27228,,07014-30001-06873,,10/29/2007,,,,,,,,301,,Bldg-Alter/Repair,918 S MANNING AVE 90024,Supplemental Permit To 07014 30000 06873.  Change In Foundation Details.  Detailed Raised Wood Floors Changed To Slab On Grade.  ,1 or 2 Family Dwelling,Permit Finaled,3/26/2009
27813,,07014-30001-03704,,1/9/2008,,,,,,,,301,,Bldg-Alter/Repair,3655 S MAY ST 90066,Supplemental Permit To Pcis 07014-30000-03704.  Revise Floor Material To Light-Weight Concrete From Wood Floor.  Minor Changes To Foundation Plan.,1 or 2 Family Dwelling,Permit Finaled,8/1/2008
28010,,07016-10000-24592,,2/5/2008,,,,,,,,27000,,Bldg-Alter/Repair,5465 S 9TH AVE 90043,"Addition To Existing Single Family Dwelling, 146 Sf.   Replace (E) Ext. Brick Walls W/ Wood Walls.  Reconfigure 5 Windows And Foundation Per Engineer'S Design.",1 or 2 Family Dwelling,CofO Issued,5/22/2012
28592,,07014-70001-07229,,4/22/2008,,,,,,,,500,,Bldg-Alter/Repair,2532 S DUNSMUIR AVE 90016,Supplemental To Permit #07014-70000-07229:  To Revise Portion Of Foundation From Slab On Grade To Raised Wood Floor,1 or 2 Family Dwelling,Permit Finaled,5/16/2008
30601,,08014-30001-03018,,1/13/2009,,,,,,,292,501,,Bldg-Alter/Repair,15461 W ALBRIGHT ST 90272,Revise Foundation Plan Form Raised Wood Floors To Slab On Grade.   Revise Double Wood Beam To Steel Column.,1 or 2 Family Dwelling,Permit Finaled,4/24/2009
31259,,09016-20000-06368,,5/6/2009,,,,,,,,501,,Bldg-Alter/Repair,8113 W MELROSE AVE 90046,Repair Dry Rot Damage And Voluntary Seismic Upgrade (Install Plywood S.W. On Three Walls),Commercial,Permit Finaled,6/9/2011
31446,,06010-20002-05460,,6/3/2009,,,,,,,,501,,Bldg-Alter/Repair,7501 S RINDGE ST 90293,"Replace Garage Foundation System, Revise Stairs, And Change The Existing Steel Beams To Wood Beams.",1 or 2 Family Dwelling,Permit Finaled,2/4/2010
33769,,10016-70000-11080,,6/22/2010,,,,,,,,10000,,Bldg-Alter/Repair,1041 W 48TH ST 90037,"New Roof, Remove (E) Roofing Material And Replace With Plywood And Shingles, Drywall Repair, Replace Cabinets, Change Out Windows (Same Size And Location), Foundation Repair To ""Comply With Dept. Order Dated 6/10/10.  Permit Will Expire 30 Days From Date Of Issuance.   Ceis Case #381414.                 ************Incl. Electrical, Plumbing And Heating**************",1 or 2 Family Dwelling,Permit Finaled,11/30/2010
34316,,10016-20000-17366,,9/22/2010,,,,,,,,2780,,Bldg-Alter/Repair,2836 E 4TH ST 90033,"Voluntary Foundation Repair, New Plywood, Replace Posts And Wood Members.",1 or 2 Family Dwelling,Permit Finaled,1/14/2011
35040,,11016-70000-02562,,2/14/2011,,,,,,,,42000,,Bldg-Alter/Repair,348 W 119TH ST 90061,"Kitchen Remodeling, (1) Bathroom Remodeling, Retrofit Foundation As Per Standard Plan, (1) Exteriod Door (Same Size And Location), New Insulation And Replace Plywood And Shingles On (E) Roof.  ",1 or 2 Family Dwelling,Permit Finaled,10/6/2011
35195,,10010-10001-00833,,3/8/2011,,,,,,,,501,,Bldg-Alter/Repair,16648 W CUMBRE VERDE CT 90272,Supplemental To Pcis 10010-30000-00833 To Change From Concrete Deck To Wood Deck.  Change The Foundation Along The East Side Of The Trellis.   Original Scope Of Work: (N) Detached Trellis Structure Wall Over Existing Swale With A  Short Bench Wall.,1 or 2 Family Dwelling,Permit Finaled,6/28/2011
37502,,12016-70000-06471,,4/2/2012,,,,,,,,500,,Bldg-Alter/Repair,2215-2217 S PALM GROVE AVE 90016,Remove (4) Wood Sash Windows And Replace With Aluminum Retrofit Windows (Same Size And Location) Unit #2217),1 or 2 Family Dwelling,Permit Finaled,5/16/2012
37908,,12016-10000-10533,,5/29/2012,,,,,,,,25000,,Bldg-Alter/Repair,6402 W LINDENHURST AVE 90048,"Remove  And  Replace Perimeter Foundation On  Existing  Sfd Per  Wood  Frame  Prescriptive  Provisions  And  Standadrd  Plan  One;  Remove  And  Replace  Post & Pier,  (4) Post And  1  Pier Only",1 or 2 Family Dwelling,Permit Finaled,7/5/2012
39762,,13016-20000-02008,,1/31/2013,,,,,,,,15000,,Bldg-Alter/Repair,13038 W BLAIRWOOD DR 91604,Voluntary Repair   Cracked    Foundation   With  Set  Xp  Epoxy  At  Two   Locations  Within Existing  Sfd Foundation  Per   Engineer'S  Specification.  Replace   Hard Wood   Floor   At   Master Bedroom And  Living  Room.,1 or 2 Family Dwelling,Permit Expired,3/19/2020
40161,,13016-20000-05652,,3/22/2013,,,,,,,,4000,,Bldg-Alter/Repair,17183 W SUNBURST ST 91325,Remove (E)Fireplace/Chimney And Voluntary Work To Install Plywood.  All Work Per Wfpp Sheet.,1 or 2 Family Dwelling,Permit Finaled,7/25/2014
41300,,12016-30001-23185,,8/1/2013,,,,,,,,5000,,Bldg-Alter/Repair,919 N AIROLE WAY 90077,Supplemental Permit To Permit # 12016-30000-23185 To Repair The Foundation Retaining Wall With Wood Post On Top Along The North Side Of The Covered Porch Adjacent To The Garage .,1 or 2 Family Dwelling,Permit Expired,8/27/2015
42641,,13016-70000-26223,,12/23/2013,,,,,,,,5600,,Bldg-Alter/Repair,4806 S 6TH AVE 90043,Replace 40 Linear Feet Of The Existing Foundation Per The Wood Frame Prescriptive Provision (Wfpp),1 or 2 Family Dwelling,Issued,12/23/2013
43272,,13014-20001-04205,,3/3/2014,,,,,,,,501,,Bldg-Alter/Repair,7717 N ZELZAH AVE 91335,Supplemental To Permit # 13014-20000-04205:   To Revise Type Of Foundation Of The Proposed Addition From Raised Wood Floor To Slab On Grade. All Work Per Wfpp.,1 or 2 Family Dwelling,Permit Finaled,1/26/2015
43383,,14014-20001-00470,,3/12/2014,,,,,,,,501,,Bldg-Alter/Repair,12012 W NEENACH ST 91352,Supplimental To Permit # 14014-20000-00470:   To Change Type Of Foundation And Ground Floor From Concrete Slab On Grade To Raised Wood Floor. All Work Per Wfpp.,1 or 2 Family Dwelling,Permit Finaled,1/26/2015
