,APPLICATION TYPE,PERMIT,APPL INIT DATE,ISSUE DATE,APPL FINAL DATE,APPLICANT NAME,ASSESSOR INFO NUMBER,STATISTICAL CLASS CODE,DWELLING ADDED/REMOVED,# OF BUILDING,SQFT,VALUATION,CMP CODE,PERMIT TYPE,COMBINED ADDRESS,WORK DESCRIPTION,PERMIT SUBTYPE,PERMIT STATUS,STATUS DATE
5893,BL,709180009,09/18/2007 12:00:00 AM,09/20/2007 12:00:00 AM,12/20/2007 12:00:00 AM, COMMERCIAL SIGN & LIGHTING                         ,2424043017,22,0,     ,0,3500,25, CR ,167          SUITE                                              WHOL       , REMOVE ARCHITECTUAL STEEL AT FRONT OF STORE                  . (FORMER SIGN SUPPORT)                                        .                                                              ,,,
5913,BL,1301170055,01/17/2013 12:00:00 AM,01/17/2013 12:00:00 AM,03/21/2013 12:00:00 AM, AMERICAN VISION SOLAR                              ,3231003054,21,0,     ,415,30000,0, RR ,16280          GASPE                       ST                     CYNC  91351, ROOF-MOUNTED PV SYS ON STEEL STOR BLDG  6.24 KW  26 PANELS   . 450 SQ FT                                                    .                                                              ,,,
5914,BL,305150045,05/15/2003 12:00:00 AM,05/15/2003 12:00:00 AM,06/16/2003 12:00:00 AM, SAME AS OWNER                                      ,6342013015,21,4,     ,0,3000,1, AR ,552          GERHART                     AV   S                 LOSA  90022, NEW STEEL STAIRCASE AT FRONT UNIT                            .                                                              .                                                              ,,,
5918,BL,1409300013,09/30/2014 12:00:00 AM,09/30/2014 12:00:00 AM,10/02/2014 12:00:00 AM, QUEZADA                            HUGO            ,5835008025,21,      ,     ,0,3000,0, AR ,123          HARRIET                     ST   W                 ALTA  91001, INSTALL A COMPLETE UL LISTED STAINLESS STEEL INSULATED       . CHIMNEY RELINING SYSTEM IN EXIST CHIMNEY - NO CHANGE TO      . STRUCTURE(ULDDZRMH26852)                                     ,,,
5919,BL,1004060066,04/06/2010 12:00:00 AM,04/12/2010 12:00:00 AM,12/07/2010 12:00:00 AM, BRENT BLAND                                        ,7409003040,22,0,     ,0,50000,0, AR ,902          SEPULVEDA                   BL        MJR 2 A-B    LACO  90710, REMOVE STEEL COLUMS ADD NEW STEEL BEAM & 3HRS FIRE WALL      . TO RECLASSIFY BUILDING AS TYPE 111B IN LIEU OF V-B.          .                                                              ,,,
5929,BL,411010068,11/01/2004 12:00:00 AM,11/01/2004 12:00:00 AM,11/05/2004 12:00:00 AM, CAREY                              GEORGE          ,8294021012,21,1,1,0,12000,25, AR ,2719          GARONA                      DR                     HACH  91745, T/O WOOD SHAKE ROOF EXST SFR AND REPLACE WITH DECRA STONE    . COATED STEEL TILE ICBO 3409 1.5 LBS                          .                                                              ,,,
5996,BL,411240018,11/24/2004 12:00:00 AM,11/24/2004 12:00:00 AM,12/30/2004 12:00:00 AM, V & F MANUFACTURING*                               ,4038022001,21,0,1,0,6200,4, RR ,10727          INGLEWOOD                   AV   S                 INGL  90304, REPLACE WOOD STAIRS TO STEEL STAIRS                          .                                                              .                                                              ,,,
6001,BL,212170011,12/17/2002 12:00:00 AM,01/10/2003 12:00:00 AM,05/15/2003 12:00:00 AM, SAME AS OWNER                                      ,3001014034,21,0,     ,2400,71040,1, RR ,2257          AVENUE N-8                       W                 PALM  93551, STEEL BUILDING                                               .                                                              .                                                              ,,,
6056,BL,111160073,11/16/2001 12:00:00 AM,01/04/2002 12:00:00 AM,05/27/2003 12:00:00 AM, SAME AS OWNER                                      ,3213019038,21,0,     ,720,15000,1, RR ,10951          SIERRA                      HW                     LACO  91350, ADD STEEL DECK     720 SQ FT        DESIGN CHANGE            . SEE PERMIT BL9811190016                                      .                                                              ,,,
6133,BL,505200018,05/20/2005 12:00:00 AM,06/17/2005 12:00:00 AM,08/23/2005 12:00:00 AM, SAME AS OWNER                                      ,5239004002,21,1,     ,0,25000,4, AR ,1012          INDIANA                     ST   S                 LOSA  90023, INSTALL NEW STEEL STAIRS(EXT)/ELIMINATE TWO UNPERMITTED      . APTS/RESTORE EXT. STRUCTURE TO FOUR UNITS                    .                                                              ,,,
6141,BL,108140057,08/14/2001 12:00:00 AM,10/10/2001 12:00:00 AM,02/12/2003 12:00:00 AM, ALICIA RAMOS                                       ,8665001901,22,0,1,3280,150000,75, AR ,1900          SYCAMORE CANYON                                    SDIM       ," EARTHQUAKE RECOVERY REPAIR. EPOXY INJECT CRACKS, STEEL REINF . ORCING.                                                      .                                                              ",,,
6317,BL,1307090066,07/09/2013 12:00:00 AM,07/09/2013 12:00:00 AM,07/18/2013 12:00:00 AM, HENRY                                              ,8265003026,21,      ,     ,150,1500,0, AR ,17568          COLIMA                      RD   E                 LCNT  91748, METAL STEELS & DRYWALL REPAIR                                .                                                              .                                                              ,,,
6421,BL,710040049,10/04/2007 12:00:00 AM,10/04/2007 12:00:00 AM,10/11/2007 12:00:00 AM, SAME AS OWNER                                      ,8207011035,21,0,     ,0,5000,0, AR ,16556          EMBER GLEN                  DR                     HACH  91745, RE-ROOF OVER (E) 1 LAYER SHINGLES WITH STEEL DECRA ROOF      . ESR1753 ER4361 COMPLETE SFR AND ATT GARAGE                   .                                                              ,,,
6464,BL,311070018,11/07/2003 12:00:00 AM,11/07/2003 12:00:00 AM,, WESTERN PIERING                                    ,8238031009,21,0,     ,0,18000,1, AR ,102          JANINE                      DR                     LAHB  90631, VOLUNTARY REPAIRING W/STEEL POST AT FOUNDATION               .                                                              .                                                              ,,,
6484,BL,712050028,12/05/2007 12:00:00 AM,12/05/2007 12:00:00 AM,12/29/2007 12:00:00 AM, CHOW                               HENRY           ,2424043014,22,0,     ,0,6000,0, AR ,5411          BOB MARLEY                                         WHOL       ," REPAIR STRUCTURAL SLAB, ADD STEEL BEAMS UNDER                .                                                              .                                                              ",,,
6490,BL,912150020,12/15/2009 12:00:00 AM,12/15/2009 12:00:00 AM,12/29/2009 12:00:00 AM, JUAN TAPIA                                         ,4458038010,22,0,     ,0,25000,0, AR ,24255  #30     PACIFIC COAST               HW        TYLER BLDG   MALI  90263, REPLACE EXISTING SUSPENDED CEILING W/NEW STAINLESS STEEL GRI . D & WASHABLE TILES                                           .                                                              ,,,
6590,BL,2280025,02/28/2000 12:00:00 AM,05/22/2000 12:00:00 AM,, PHIL INMAS WELDING                                 ,7407016045,22,0,5,1024,14000,1, AR ,1161          SEPULVEDA                   BL                     TORR  90502, STEEL UTILITY SHED (AWNING)                                  .                                                              .                                                              ,,,
6597,BL,208010066,08/01/2002 12:00:00 AM,08/01/2002 12:00:00 AM,08/12/2002 12:00:00 AM, ROMANSKI                           WAYNE           ,8289032035,21,1,     ,0,8500,1, AR ,3485          BELLE RIVER                 DR                     HACH  91745," TEAR OFF, REROOF W/30 LB ASTM & GERARD STEEL & STONE TILE    .                                                              .                                                              ",,,
6671,BL,1006100027,06/10/2010 12:00:00 AM,09/16/2010 12:00:00 AM,01/20/2011 12:00:00 AM, SAME AS OWNER                                      ,6149019033,22,0,     ,0,15000,0, CR ,1731          120TH                       ST   E                 LOSA  90059, EXTEND 20' STEEL RADIO TOWER ABOVE AN EXISTING TOWER         .                                                              .                                                              ,,,
6729,BL,1309190079,09/19/2013 12:00:00 AM,02/11/2014 12:00:00 AM,07/22/2014 12:00:00 AM, MIKE FERRIN                                        ,4458027900,22,      ,     ,729,110000,0, AR ,3637          WINTER CANYON               RD                     MALI       , REPLACE WASH BAY WITH NEW WASH BAY - NEW STEEL STRUCTURE     .                                                              .                                                              ,,,
6770,BL,408240022,08/24/2004 12:00:00 AM,08/24/2004 12:00:00 AM,," CHAPPELL, MIKE                                     ",5234003018,22,0,1,0,20000,4, AR ,4209          CESAR CHAVEZ                AV                     LOSA  90063, 11' 2'X4' STEEL WALL ADJACENT TO EXISTING WALK-IN COOLER     .                                                              .                                                              ,,,
6782,BL,1102010029,02/01/2011 12:00:00 AM,02/01/2011 12:00:00 AM,02/02/2011 12:00:00 AM, HAMBRIGHT                          JOHN            ,5330019008,21,0,     ,0,500,0, AR ,431          BERKELEY                    AV   S                 PASD  91107, INSTALL STAINLESS STEEL FLUE LINING                          .                                                              .                                                              ,,,
6834,BL,304240010,04/24/2003 12:00:00 AM,06/30/2003 12:00:00 AM,05/12/2004 12:00:00 AM, SIMONS MIKE                                        ,3382007010,21,0,     ,3200,94720,1, RR ,46665          70TH                        ST   E                 LACO  93535, STEEL BUILDING                                               .                                                              .                                                              ,,,
6929,BL,303050003,03/05/2003 12:00:00 AM,03/12/2003 12:00:00 AM,07/16/2003 12:00:00 AM, SAME AS OWNER                                      ,3005023020,21,0,     ,36,1000,1, RR ,41011          15TH STREET                 ST   W                 PALM  93551, ADD A BATHROOM TO THE INSIDE OF STEEL BUILDING               .                                                              .                                                              ,,,
6995,BL,5310024,05/31/2000 12:00:00 AM,05/31/2000 12:00:00 AM,, FALAMAKI                        MAX                ,6008002006,22,0,     ,0,20000,1, AR ,1207          58TH                        PL   E                 LOSA  90001, NEW STEEL BEAMS & POSTS TO REMOVE WOODPOST NEW CMU WALL TO   . REPLACE WOODWALL                                             .                                                              ,,,
7043,BL,1008300033,08/30/2010 12:00:00 AM,08/30/2010 12:00:00 AM,09/14/2011 12:00:00 AM, SAME AS OWNER                                      ,4143009024,21,0,     ,0,2600,0, AR ,5342          123RD                       ST   W                 HAWT  90250," REMOVE E STEEL PIPE COLUMN AND E RIDGE BEAM IN FAM RM AND    . REPLACE WITH 25.5' LONG 7""X16"" PSL RIDGE BEAM WITH 4X6 POSTS . AND FOUNDATION PADS                                          ",,,
7084,BL,701310058,01/31/2007 12:00:00 AM,06/25/2007 12:00:00 AM,, BOTHA                              DION            ,2865003900,22,0,1,1944,45630,4, CR ,32132          CASTAIC LAKE                DR                     CAST       , REPLACE EXISTING WOOD SHELTER W/STEEL FABRIC SHADE           .                                                              .                                                              ,,,
7174,BL,201240024,01/24/2002 12:00:00 AM,01/24/2002 12:00:00 AM,10/06/2005 12:00:00 AM, LEVI CONSTRUCTION                                  ,6090029012,21,1,     ,0,3000,1, AR ,1700          120TH                       ST   W                 LOSA  90047, STEEL STAIRCASE/LANDING TO EXIST. SFD.                       .                                                              .                                                              ,,,
7190,BL,205230029,05/23/2002 12:00:00 AM,06/11/2002 12:00:00 AM,08/18/2003 12:00:00 AM, FERGUSON                           DOUGLAS         ,5236018901,22,0,1,93300,141600,19, AR ,4201          WHITTIER                    BL                     LOSA  90023, STEEL STAIRS AND RAILS                                       .                                                              .                                                              ,,,
7394,BL,1307310002,07/31/2013 12:00:00 AM,07/31/2013 12:00:00 AM,06/15/2015 12:00:00 AM, CHOW                               HENRY           , 4407-SC20  ,22,0,     ,1300,121000,0, CR ,4407          TONY CURTIS                 DR                     UNIV  91608, STEEL MEZZANINE STRUCTURE IN EXISTING WAREHOUSE              .                                                              .                                                              ,,,
7407,BL,512060055,12/06/2005 12:00:00 AM,12/06/2005 12:00:00 AM,12/20/2005 12:00:00 AM, ROMANSKI                           WAYNE           ,5868007006,21,0,     ,3600,11000,0, AR ,2327          JANET LEE                   DR                     LACO  91214, T/O EXIST ROOF AND INSTALL GERARD STONE COATED STEEL         . ICBO NER 423 (LESS THAN 6 LBS)                               .                                                              ,,,
7481,BL,108100035,08/10/2001 12:00:00 AM,08/10/2001 12:00:00 AM,08/31/2001 12:00:00 AM, MOUNTAIN PACIFIC ROOFING                           ,5841006029,21,1,     ,3100,9000,1, AR ,545          LAS FLORES                  DR   E                 ALTA  91001, T/O EXIST ROOF AND INSTALL DECRA STEEL ROOF (1.5 PER S.F.)   . ER 3409                                                      .                                                              ,,,
7507,BL,805270059,05/27/2008 12:00:00 AM,06/23/2008 12:00:00 AM,03/24/2009 12:00:00 AM, SAME AS OWNER                                      ,5201004901,22,0,1,0,1000,0, AR ,1525          ALCAZAR                     ST                     LCNT       , INSTALL STEEL BEAM FOR PARTITION WALL.                       .                                                              .                                                              ,,,
7733,BL,811070008,11/07/2008 12:00:00 AM,03/11/2009 12:00:00 AM,06/03/2009 12:00:00 AM, GUERRERO                           GREG            ,5232021001,22,0,1,0,25000,1, AR ,3787          3RD                         ST   E                 LOSA  90063," STOREFRONT REVITALIZATION.  INTERIOR ADA RAMP, STEEL ROLL-UP . DOOR, WINDOWS, AWNING, STONE VENEER, EXTERIOR LIGHT FIXTURES . PAINTED STUCCO, PAINTED SIGNAGE. SHELL ONLY, NO OCCUPANCY.   ",,,
7777,BL,404210030,04/21/2004 12:00:00 AM,04/21/2004 12:00:00 AM,04/19/2005 12:00:00 AM, CROOK                              FRED            ,8206024012,22,0,     ,28000,40000,4, AR ,221          6TH                         AV   S                 LPUE  91746, REMOVE PREFABRICATED STEEL BLDG ONLY 28000 SF                .                                                              .                                                              ,,,
7837,BL,403100060,03/10/2004 12:00:00 AM,03/10/2004 12:00:00 AM,05/18/2004 12:00:00 AM," NG, ANTHONY                                        ",5240003012,22,0,1,0,21000,4, AR ,4757          WHITTIER                    BL                     LOSA  90022," INSTALL 2 NEW STEEL ROOLUP DOORS, NEW STORE FRONT (MOVE      . LOCATION OF ENTRY WAY)                                       .                                                              ",,,
7900,BL,211130054,11/13/2002 12:00:00 AM,11/13/2002 12:00:00 AM,04/13/2009 12:00:00 AM, CHOW                               JOSEPH          ,5037024900,22,0,     ,0,130000,25, AR ,3965          VERMONT                     AV                     LCNT       , FIREPROOFING - STEEL MEMBERS AFTER ASBESTOS REMOVAL          .                                                              .                                                              ,,,
8037,BL,911300077,11/30/2009 12:00:00 AM,03/24/2010 12:00:00 AM,08/24/2010 12:00:00 AM, QUICKSELL                          WILLIAM         ,3103023003,22,0,     ,2400,46000,0, CR ,4342          AVENUE L                         W                 QUHL  93536, 48X50 (2400 SQFT) STEEL DETACHED/SOLID ROOF PATIO COVER      .                                                              .                                                              ,,,
8127,BL,209180027,09/18/2002 12:00:00 AM,09/18/2002 12:00:00 AM,10/04/2002 12:00:00 AM, BARBER                             HARLEY          ,5847005023,21,1,     ,0,8400,1, AR ,1185          CALAVERAS                   ST   E                 LCNT  91001," REPAIR OF (E.)MASONRY CHIMNEY PER L.A.CITY DETAIL W/STEEL    . STUDS,, HIGH TEMP. PIPE, ETC.                                .                                                              ",,,
8141,BL,1205210069,05/21/2012 12:00:00 AM,10/23/2012 12:00:00 AM,04/01/2013 12:00:00 AM, SMEATON                            MARK            ,5825002062,22,0,     ,4185,170000,0, CR ,540          WOODBURY                    RD   W                 ALTA  91001," RENOVATE (E) CANOPY: REPLACE CONCRETE TILE & REPLACE WITH    . CLASS ""A"" METAL ROOF; & REPLACE (E) WOOD COLUMN & BEAM WITH  . STEEL.                                                       ",,,
8223,BL,1412110017,12/11/2014 12:00:00 AM,12/16/2014 12:00:00 AM,, SAME AS OWNER                                      ,4144001003,21,      ,     ,0,3000,0, AR ,5124          EL SEGUNDO                  BL   W                 HAWT  90250," REMOVAL OF 2"" STEEL COLUMNS OBSTRUCTIONS, AND REPLACE BY     . 1"" COLUMN IN THE GARAGE OF A 6-UNIT APARTMENT BUILDING FOR   . ACCESSIBLE PARKING. ALSO REINFORCE WOOD BEAM & (N) FOOTING   ",,,
8285,BL,610110038,10/11/2006 12:00:00 AM,10/11/2006 12:00:00 AM,12/20/2006 12:00:00 AM,  CHOW                              HENRY           ,2424043017,22,0,     ,85,30000,25, CR ,6194          JAMES STEWART               AV                     WHOL       , CONSTRUCT NEW STEEL WORKING PLATFORM UNDER KING KONG. APPROX . 85 S.F.                                                      .                                                              ,,,
8418,BL,1210220085,10/22/2012 12:00:00 AM,10/22/2012 12:00:00 AM,10/31/2012 12:00:00 AM, MORRIS                             MIKE            ,5843029047,21,0,     ,2800,11100,0, AR ,1342          RUBIO VISTA                 RD                     LCNT  91001, T/O EXIST ROOF ON HOUSE AND GARAGE AND INSTALL STEEL ROCK    . ICC #5218                                                    .                                                              ,,,
8454,BL,807030033,07/03/2008 12:00:00 AM,09/08/2008 12:00:00 AM,09/25/2008 12:00:00 AM, DRAEGER CONSTRUCTION                               ,5012003053,21,0,     ,0,10800,0, AR ,3800          STOCKER                     ST       9  LOSA  90008, REMOVE WOOD STAIRS AND REPLACE WITH STEEL AND CONCRETE TREAD .                                                              .                                                              ,,,
8466,BL,1206260024,06/26/2012 12:00:00 AM,08/22/2012 12:00:00 AM,09/27/2012 12:00:00 AM, GARCIA                             MIKE            ,3039015020,21,0,     ,0,20000,0, RR ,36450          116TH                       ST   E                 PEAR  93553, ROOF MOUNTED SOLAR PANEL ON DETACHED STEEL BUILDING 6.5 KW   .                                                              .                                                              ,,,
8851,BL,511170006,11/17/2005 12:00:00 AM,11/17/2005 12:00:00 AM,01/05/2006 12:00:00 AM, MOORE                              PETER           ,8726001006,22,0,     ,16000,32000,0, AR ,18711          VALLEY                      BL                     LPUE  91744, REROOF OVER EXISTING BUILT-UP ROOF SYSTEM W/18GA STEEL SUB   . STRAIT & 24GA METAL STANDING SEAM RIB ROOF                   .                                                              ,,,
9302,BL,111290057,11/29/2001 12:00:00 AM,11/29/2001 12:00:00 AM,12/07/2001 12:00:00 AM, AJ CONSTRUCTION                                    ,4436001018,21,0,1,1700,3500,1, RR ,2630          OLD TOPANGA CANYON          RD                     TOPA  90290, REROOF OVER COMP W/ STEEL ROOF                               .                                                              .                                                              ,,,
9349,BL,201110004,01/11/2002 12:00:00 AM,01/30/2002 12:00:00 AM,02/23/2004 12:00:00 AM, SAME AS OWNER                                      ,5866005024,21,1,     ,391,20000,1, AR ,3102          MARKRIDGE                   RD                     LACO  91214," REFRAME, CHANGE PITCH & REROOF EXIST PATIO AND USE STEEL     . BEAM AND POSTS ON THE BACK WALL                              .                                                              ",,,
9485,BL,110020029,10/02/2001 12:00:00 AM,05/09/2002 12:00:00 AM,01/28/2011 12:00:00 AM, RAMOS                              ALICIA          ,4471004904,22,0,     ,0,180000,25, AR ,433          ENCINAL CANYON              RD   S                 MALI  90265," SEISMIC RETROFIT- EPOXY INJECT,STEEL REINFORCE ETC           .                                                              .                                                              ",,,
9548,BL,1408130010,08/13/2014 12:00:00 AM,10/02/2014 12:00:00 AM,02/26/2015 12:00:00 AM, CRAM                                EKIM           ,5857026003,21,      ,     ,0,28000,0, AR ,2233          MIDWICK                     DR                     LCNT  91001," REPAIR OF EXISTING SOLARIUM,REPLACE EXISTING WOOD VERTICAL   . SUPPORTS WITH STRUCTURAL STEEL                               .                                                              ",,,
9723,BL,1409090012,09/09/2014 12:00:00 AM,09/11/2014 12:00:00 AM,09/30/2014 12:00:00 AM, QUEZADA                            HUGO            ,5804022026,21,      ,     ,0,3000,0, AR ,5050          ROSEMONT                    AV                     LACO  91214, INSTALL OR COMPLETE UL LISTED STAINLESS STEEL INSULATED      . CHIMNEY RELINING SYSTEM IN EXISTING CHIMNEY NO CHANGE TO     . STRUCTURE U.L. #DDZRMH26852.                                 ,,,
9749,BL,907270013,07/27/2009 12:00:00 AM,07/27/2009 12:00:00 AM,08/02/2009 12:00:00 AM, MORRISON                           LARRY           ,5330008005,21,0,     ,0,3000,0, AR ,394          BONITA                      AV                     PASD  91107, INSTALL UL LISTED STAINLESS STEEL CHIMNEY LINER IN EXISTING  . MASONRY CHIMNEY                                              .                                                              ,,,
9906,BL,1006150034,06/15/2010 12:00:00 AM,06/15/2010 12:00:00 AM,06/16/2010 12:00:00 AM, QUANN                              RAY             ,5383011020,21,0,     ,0,2000,0, AR ,6560          TEMPLE CITY                 BL                     ARCD  91007, INSTALL COMPLETE UL LISTED STAINLESS STEEL INSULATED CHIMNEY . RELINING SYSTEM TO EXISTING MASONARY CHIMNEY                 .                                                              ,,,
9918,BL,1102090034,02/09/2011 12:00:00 AM,03/25/2011 12:00:00 AM,04/27/2011 12:00:00 AM, CUTTING EDGE BUILDERS INC                          ,2424043014,22,0,     ,0,15000,0, CR ,103          VEE                                                WHOL       , OPEN STEEL BEAM STRUCTURE ON PATIO                           .                                                              .                                                              ,,,
9972,BL,1108180032,08/18/2011 12:00:00 AM,08/18/2011 12:00:00 AM,01/09/2012 12:00:00 AM, DAVE SCHAUB                                        ,2049040031,21,0,     ,0,4500,0, RR ,5405          AMBER                       CR                     CLBS  91302," REMOVE WALL AT KITCHEN, INTALL STEEL BEAM, REPLACE (4) (E)   . WINDOWS, (1) FRENCH DOOR                                     .                                                              ",,,
10089,BL,1008180022,08/18/2010 12:00:00 AM,08/18/2010 12:00:00 AM,08/24/2010 12:00:00 AM, QUANN                              RAY             ,5844015012,21,0,     ,0,2000,0, AR ,1145          ALTADENA                    DR   E                 ALTA  91001, INSTALL A COMPLETE UL LISTED STAINLESS STEEL INSULATED       . CHIMNEY RELINING SYSTEM INTO AN (E) MASONRY CHIMNEY          .                                                              ,,,
10370,BL,1602260006,02/26/2016 12:00:00 AM,02/26/2016 12:00:00 AM,03/18/2016 12:00:00 AM, LABBE                              GUY             ,3224014014,21,      ,     ,1900,3800,0, AR ,14893          SUNNYDALE                   DR                     LACO  93532, REMOVE EXISTING ROOF & INSTALL GERARD BARREL VAULT ROOF OVER . EXISTING SHEETING  STONE COATED STEEL  1900 SQ FT            .                                                              ,,,
10482,BL,1706260033,06/26/2017 12:00:00 AM,06/26/2017 12:00:00 AM,09/06/2017 12:00:00 AM,NEWELL ROOFING,8157018014,21,,,2900,13500,0,AR,13683  ALLEGAN ST   WHIT 90605,"REROOF: TEAR OFF ALL ROOFING, REMOVE & REPLACE BAD LUMBER &.REROOF USING DECRA STEEL TILE (1.5LB/SF) FOR 2900 SF SFD &.ATTACHED GARAGE.",,,
10507,BL,1712260023,12/26/2017 12:00:00 AM,07/24/2018 12:00:00 AM,,T-MOBILE/SYNERGY DEV SERVICE(DOUG),3086008001,22,0,,0,20000,0,CR,23275  ANTELOPE HW E  LLAN 93544,"INSTALLING 72"" MICROWAVE DISH WITH (2) 1/2"" MIC DISH COAX.CABLES ON EXISTING STEEL MONOPOLE.",,,
10562,BL,1708210006,08/21/2017 12:00:00 AM,08/21/2017 12:00:00 AM,08/30/2017 12:00:00 AM,WARREN CROSS,8291035001,21,,,13,4900,0,AR,3302  COLD PLAINS DR   HACH 91745,REROOF:TEAR OFF (E) FIBER CEMENT TILE - INSTALL METRO SHAKE.STONE COATED STEEL SHAKE TILE ICC ESR3012 13SQS.,,,
10632,BL,1802070078,02/07/2018 12:00:00 AM,02/07/2018 12:00:00 AM,02/21/2018 12:00:00 AM,SAME AS OWNER,8207013015,21,,,0,12900,0,AR,16530  OLD FOREST RD   HACH 91745,"REROOF SFR W/ATTACHED GARAGE. T/O (E) COMP SHINGLES, INSTALL.(N) UNDERLAYMENT, INSTALL STONE COATED STEEL ROOF BOND TILE.(24SQS) ICC : ESR - 4036",,,
10721,BL,1703080001,03/08/2017 12:00:00 AM,05/11/2017 12:00:00 AM,06/14/2017 12:00:00 AM,SAME AS OWNER,7351036003,22,0,1,80,10000,0,CR,20008  NORMANDIE AV   TORR 90502,ADD 3 NEW 3'X 7' WINDOWS TO THE FRONT EXTERIOR WALL. REPAIR.3 STEEL COLUMNS IN WAREHOUSE AREA..,,,
10730,BL,1703060070,03/06/2017 12:00:00 AM,03/06/2017 12:00:00 AM,06/02/2017 12:00:00 AM,CROSS                              WARREN,8290017017,21,,,0,10800,0,AR,2835  LETICIA DR   HACH 91745,REROOF HOUSE AND ATTACHED GARAGE; T/O AND INSTALL STONE.COATED STEEL METRO SHAKE ICC 3012 ESR 33SQ.,,,
11055,BL,1201230010,01/23/2012 12:00:00 AM,01/23/2012 12:00:00 AM,07/25/2012 12:00:00 AM, SCOTT JOHNSON                                      ,8129009007,21,0,     ,1900,5500,0, AR ,10310          LUNDENE                     DR                     WHIT  90601, TEAR OFF EXIST ROOF & REPLACE W/ NEW SHEATHING WHERE NEEDED  . & 30# FELT & METRO SHAKE (ER# 3098 LIGHT WEIGHT STEEL SHAKE) . ON 1900 SQ FT SFD.                                           ,,,
11121,BL,206100055,06/10/2002 12:00:00 AM,06/10/2002 12:00:00 AM,12/05/2002 12:00:00 AM, SILVA                              GREGORY         ,3037021007,21,1,     ,0,5000,1, AR ,13204          AVENUE W-6                       E                 PEAR  93553," REPLACE 6 EXISTING DOUBLEHUNG W/VINEL SINGLE HUNG BOX        . WINDOWS, REPLACE EXISITNG FRONT DOOR AND FRAME W/NEW STEEL   . DOOR AND NECESSARY DRYWALL REPAIR                            ",,,
11123,BL,304080052,04/08/2003 12:00:00 AM,07/16/2003 12:00:00 AM,06/28/2007 12:00:00 AM, VICTOR GIUDICI/WARE MALCOMB                        ,2866036025,22,0,     ,1800,27000,10, CR ,27240          TURNBERRY                   LN   W                 SCLR  91355,                                                              . ADD EXTERIOR STEEL CANOPY            1800 SQ FT              .                                                              ,,,
11186,BL,4030037,04/03/2000 12:00:00 AM,04/03/2000 12:00:00 AM,05/18/2000 12:00:00 AM, BARBER                             HARLEY          ,5847015005,21,1,1,0,3500,1, AR ,1201          NEW YORK                    DR                     ALTA  91001," TAKE CHIMNEY (19 FT) DOWN TO THROAT & REBUILD PER L.A. CITY  . STD. DETAIL USING STEEL STUDS, HIGH TEMPERATURE PIPE ETC.    .                                                              ",,,
11202,BL,4280031,04/28/2000 12:00:00 AM,04/28/2000 12:00:00 AM,06/07/2000 12:00:00 AM, WALGAMUTH BUILDERS                                 ,2826052033,22,0,     ,0,3000,4, CR ,25818          HEMINGWAY                   AV   W                 SCLR  91381," REVISED TI FOR         MIDNITE ESPRESSO                      . T-BAR CEILING,CHANGING LOFT FLOOR JOIST FROM WOOD TO STEEL,  . & WATER HEATER PLATFORM ABOVE EXISTING RESTROOM              ",,,
11242,BL,504190030,04/19/2005 12:00:00 AM,04/19/2005 12:00:00 AM,04/20/2005 12:00:00 AM, SAME AS OWNER                                      ,8265011020,21,1,     ,0,700,1, AR ,18037          MESCAL                      ST                     ROWH  91748, TO FINAL RE-ROOF PERMIT 7/19/93 BL#1298 ICBO#ER4361          . DECRA STEEL ROOFING PANELS                                   .                                                              ,,,
11296,BL,1410160089,10/16/2014 12:00:00 AM,10/16/2014 12:00:00 AM,10/31/2014 12:00:00 AM, MARCEL LABBE /SIERRA PACIFIC                       ,8764015021,21,      ,     ,0,12400,0, AR ,20522          STARSHINE                   RD                     WALN  91789," REMOVE EXISTING ROOFING MATERIAL, INSTALL ONE 30LB FELT      . , INSTALL GERARD STEEL TILE (2LB PER SQ FOR TILE), ESR-1491  . (HOUSE 2500SF AND GARAGE 800SF)                              ",,,
11298,BL,1203020030,03/02/2012 12:00:00 AM,03/02/2012 12:00:00 AM,03/07/2012 12:00:00 AM, LANSFORD                           ROBERT          ,5854006016,21,0,     ,2800,8200,0, AR ,2370          GLEN CANYON                 RD                     ALTA  91001, T/O EXIST ROOF ON HOUSE AND GARAGE AND INSTALL CLASS A       . STEEL ROOFING ESR 1754                                       .                                                              ,,,
11299,BL,410260025,10/26/2004 12:00:00 AM,10/26/2004 12:00:00 AM,11/17/2004 12:00:00 AM, ALUMINUM ROOFING SPECIALISTS                       ,8125046015,21,0,     ,0,7100,1, AR ,11637          RIDGEGATE                   DR                     WHIT  90601, WINDOW CHANGE OUT (1) (2) ALUM. PATIO DOORS & REPLACE DOOR   . & INSTALL W/SELF CLOSING STEEL DOOR                          .                                                              ,,,
11317,BL,1250007,01/25/2000 12:00:00 AM,01/25/2000 12:00:00 AM,04/17/2000 12:00:00 AM, BARBER                             HARLEY          ,5841016007,21,1,     ,0,3500,1, AR ,606          POPPYFIELDS                 DR   E                 LCNT  0," REMOVE EXIST CHIMNEY AND REBUILD USING ""SUPERIOR""            . PRE-FABRICATED BOX USING STEEL STUD FRAMING                  .                                                              ",,,
