,APPLICATION TYPE,PERMIT,APPL INIT DATE,ISSUE DATE,APPL FINAL DATE,APPLICANT NAME,ASSESSOR INFO NUMBER,STATISTICAL CLASS CODE,DWELLING ADDED/REMOVED,# OF BUILDING,SQFT,VALUATION,CMP CODE,PERMIT TYPE,COMBINED ADDRESS,WORK DESCRIPTION,PERMIT SUBTYPE,PERMIT STATUS,STATUS DATE
60106,,17016-10000-12006,,8/16/2017,,,,,,,,0,,Bldg-Alter/Repair,1840 S ST ANDREWS PL 90019,"Verification Of (E) Retrofit Permit (98016-10000-08602) If It Meets The Min. Requirements Of Lamc Div. 93, Soft-Story Mandatory Seismic Retrofit.",Apartment,Issued,8/16/2017
60186,,17016-10000-22447,,8/22/2017,,,,,,,,0,,Bldg-Alter/Repair,3730 S SEPULVEDA BLVD 1-14 90034,"Verify That Building As-Is Meets The Minimum Requirement Of Lamc Div 93, (Mandatory Soft-Story Seismic Retrofit).  No Construction",Apartment,Permit Finaled,1/25/2019
60206,,17016-10000-08450,,8/23/2017,,,,,,,,0,,Bldg-Alter/Repair,4949 N TYRONE AVE 1-32 91423,"Verify Compliance To Mandatory Soft Story Retrofit Ordinance (Lamc Division 93) For Work Permitted, Approved And Constructed Under Permit Number 11016-20000-23093. No New Work Proposed Under This Permit. ",Apartment,CofC Issued,3/23/2018
60215,,17016-10000-02202,,8/23/2017,,,,,,,,70000,,Bldg-Alter/Repair,1826 S PROSSER AVE 1-17 90025,Soft-Story Retrofit Per Div. 93 For An Existing 3-Story Apartment. Install New Cantilever Columns And Plywood Shear Walls,Apartment,CofC Issued,4/5/2018
60268,,17016-10000-22387,,8/25/2017,,,,,,,,0,,Bldg-Alter/Repair,1234 N EDGEMONT ST 90029,Verify Existing Building If Constructed Meets The Minimum Requirements Of Lamc Division 93. Mandatory Soft-Story Retrofit No New Construction Work Is Proposed.,Apartment,Issued,8/25/2017
60284,,16016-10000-27614,,8/28/2017,,,,,,,,40000,,Bldg-Alter/Repair,4926 W AUGUST ST 1-20 90008,Soft-Story Retrofit Of The Tuck Under Regions For An Existing Apartment Building. Install New Moment Frames. Portion Of Work Performed Is In Tennant Space.,Apartment,OK for CofC,4/30/2018
60321,,16016-10000-12034,,8/29/2017,,,,,,,,60000,,Bldg-Alter/Repair,430 S MARIPOSA AVE 90020,Soft-Story Retrofit For The Tuck Under Regions Of An Apartment Building Per Lamc Div 93 ,Apartment,OK for CofC,6/1/2018
60379,,16016-10000-28736,,8/31/2017,,,,,,,,20000,,Bldg-Alter/Repair,45 E WESTMINSTER AVE 90291,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93 Using Steel Moment Frame,Apartment,CofC Issued,6/27/2018
60396,,17016-10000-01093,,9/1/2017,,,,,,,,30000,,Bldg-Alter/Repair,7000 N ETIWANDA AVE 1-33 91335,Soft Story Retrofit Per Div. 93 Using Cantilevered Columns.,Apartment,CofC Issued,4/19/2018
60409,,17016-10000-06704,,9/5/2017,,,,,,,,30000,,Bldg-Alter/Repair,10558 W EASTBORNE AVE 1-9 90024,Soft-Story Seismic Retrofit Per Lamc Div 93: (2) Cantilevered Columns,Apartment,CofC Issued,3/15/2018
60421,,17016-10000-07607,,9/5/2017,,,,,,,,90000,,Bldg-Alter/Repair,3747 S CLARINGTON AVE 1-40 90034,Soft-Story Seismic Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93: (3) Moment Frame,Apartment,CofC Issued,2/15/2019
60429,,17016-10000-07605,,9/5/2017,,,,,,,,15000,,Bldg-Alter/Repair,14624 W GAULT ST 1-7 91405,Soft-Story Seismic Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93: (1) Cantilevered Column,Apartment,CofC Issued,5/21/2019
60431,,16016-10000-26154,,9/5/2017,,,,,,,,45000,,Bldg-Alter/Repair,1310 N GARDNER ST 1-17 90046,Soft-Story Retrofit For An Existing 3-Story Apartment Building Per Labc Division 93. Install New Moment Frames.,Apartment,CofC Issued,2/23/2018
60436,,17016-10000-13759,,9/6/2017,,,,,,,,40000,,Bldg-Alter/Repair,4048 S GELBER PL 90008,Soft-Story Seismic Retrofit Per Lamc Div. 93: Full Compliance With Soft-Story Retrofit Requirements Per Lamc Div 93.,Apartment,CofC Issued,2/21/2018
60437,,17016-10000-13761,,9/6/2017,,,,,,,,30000,,Bldg-Alter/Repair,718 S LELAND ST 1-6 90731,Soft-Story Seismic Retrofit Per Lamc Div. 93: Full Compliance With Soft-Story Retrofit Requirements Per Lamc Div 93.,Apartment,CofC Issued,2/9/2018
60438,,17016-10000-13760,,9/6/2017,,,,,,,,30000,,Bldg-Alter/Repair,1615 W COURT ST 1-8 90026,Soft-Story Seismic Retrofit Per Lamc Div. 93: Full Compliance With Soft-Story Retrofit Requirements Per Lamc Div 93.,Apartment,CofC Issued,2/21/2018
60439,,17016-10000-13762,,9/6/2017,,,,,,,,150000,,Bldg-Alter/Repair,300 S BOYLE AVE 1-10 90033,Soft-Story Seismic Retrofit Per Lamc Div. 93: Full Compliance With Soft-Story Retrofit Requirements Per Lamc Div 93.,Apartment,CofC Issued,2/9/2018
60440,,17016-10000-14930,,9/6/2017,,,,,,,,64000,,Bldg-Alter/Repair,508 W 37TH ST 1-6 90731,"Soft Story Retrofit Using Steel Moment Frames, Omf",Apartment,CofC Issued,2/15/2018
60449,,17016-10000-04229,,9/6/2017,,,,,,,,60000,,Bldg-Alter/Repair,3733 S MILITARY AVE 1-4 90034,Soft-Story Retrofit For An Exisitng 2-Story Apartment Per Labc Division 93. Install New Moment Frame.,Apartment,CofC Issued,3/2/2018
60468,,17016-10000-18728,,9/7/2017,,,,,,,,45000,,Bldg-Alter/Repair,10909 W MORRISON ST 91601,Soft-Storty Seismic Retrofit Per Lamc Div 93:  2-Bay Moment Frame,Apartment,CofC Issued,5/30/2018
60482,,16016-10000-16467,,9/7/2017,,,,,,,,90000,,Bldg-Alter/Repair,925 S SHERBOURNE DR 1-13 90035,Soft-Story Retrofit Of The Tuck Under Regions For An Existing Appartment Using Moment Frames And Cantilever Columns,Apartment,CofC Issued,3/5/2018
60485,,16016-10000-28053,,9/7/2017,,,,,,,,50000,,Bldg-Alter/Repair,2464 S PENMAR AVE 90291,Soft Story Retrofit Of The Tuck Under Regions Of An Existing 2-Story Apartment. Install New Steel Moment Frames.,Apartment,CofC Issued,2/8/2018
60502,,17016-10000-11772,,9/8/2017,,,,,,,,40000,,Bldg-Alter/Repair,981 S ELDEN AVE 1-16 90006,Soft Story Retrofit Per Lamc Division 93 Using Steel Special Cantilever Column System.,Apartment,CofC Issued,2/17/2018
60516,,17016-10000-15681,,9/11/2017,,,,,,,,60000,,Bldg-Alter/Repair,325 N MARIPOSA AVE 90004,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Division 93 Using Steel Moment Frames,Apartment,CofC Issued,4/28/2019
60517,,17016-10001-14934,,9/11/2017,,,,,,,,126000,,Bldg-Alter/Repair,530 W 37TH ST 1-18 90731,"Supplumental Too 17016-10000-14934. Soft Story Retrofit Using Steel Moment Frame, 2 Omf: Change Structural Design",Apartment,CofC Issued,2/23/2018
60519,,16016-10000-24663,,9/11/2017,,,,,,,,50000,,Bldg-Alter/Repair,559 W 36TH ST 90731,Soft-Story Retrofit Of The Tuck Under Regions For An Apartment Building. Install New Moment Frames.,Apartment,CofC Issued,6/20/2018
60525,,17016-10000-03552,,9/11/2017,,,,,,,,40000,,Bldg-Alter/Repair,1416 S BARRY AVE 1-7 90025,Soft Story Retrofit Of The Tuck Under Regions Of An Existing 2-Story Apartment Building Per Lamc Division 93. Install Steel Special Moment Frames.,Apartment,CofC Issued,2/8/2018
60527,,16016-10000-23132,,9/11/2017,,,,,,,,60000,,Bldg-Alter/Repair,2434 S PURDUE AVE 1-24 90064,Soft-Story Retrofit Per Labc Division 93 For An Existing 3-Story Apartment Building. Install 3 Ordinary Moment Frames.,Apartment,CofC Issued,9/19/2018
60535,,17016-10000-26529,,9/12/2017,,,,,,,,0,,Bldg-Alter/Repair,21840 W SCHOENBORN ST 91304,"Verify That The Building As-Is Meets The Minimum Standards Of Div 93, Soft-Story Seismic Retrofit Ordinance.  No New Construction",Apartment,OK to Issue CofC,9/20/2017
60561,,17016-10000-06498,,9/13/2017,,,,,,,,61200,,Bldg-Alter/Repair,4117 S MCLAUGHLIN AVE 1-10 90066,Soft-Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93. Install New Moment Frames And Hardy Panels.,Apartment,CofC Issued,4/9/2018
60594,,17016-10000-26882,,9/14/2017,,,,,,,,0,,Bldg-Alter/Repair,2239 S MARVIN AVE 90016,"Verify Retrofit Work Permitted, Completed And Approved Under Permit #1995wl34251 Meets The Minimum Requiremments Of Lamc Division 93 (Soft-Story Retrofit Ordinance). No New Construction Work Is Proposed.",Apartment,CofC Issued,1/24/2020
60605,,17016-10000-02407,,9/15/2017,,,,,,,,60000,,Bldg-Alter/Repair,11653 W BLIX ST 91602,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93. Install New Steel Moment Frame.,Apartment,CofC Issued,5/9/2018
60613,,17016-10000-06762,,9/15/2017,,,,,,,,80000,,Bldg-Alter/Repair,1456 S COLBY AVE 1-7 90025,Soft-Story Seismic Retrofit Per Lamc Div 93: (2) Moment Frmaes And Ply Wood Shear Walls,Apartment,CofC Issued,2/7/2018
60614,,17016-10000-07725,,9/15/2017,,,,,,,,90000,,Bldg-Alter/Repair,1527 S CORINTH AVE 1-9 90025,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Division 93 Using Steel Moment Frames And Plywood Shearwalls,Apartment,CofC Issued,3/9/2018
60626,,17016-10000-03813,,9/18/2017,,,,,,,,30000,,Bldg-Alter/Repair,19024 W BRYANT ST 91324,Soft-Story Seismic Retrofit Per Lamc Div 93:  Cantilevered Columns And Shear Walls,Apartment,CofC Issued,4/16/2019
60627,,17016-10000-03812,,9/18/2017,,,,,,,,30000,,Bldg-Alter/Repair,19124 W BRYANT ST 1-8 91324,Soft-Story Seismic Retrofit Per Lamc Div 93:  Cantilevered Columns And Shear Walls,Apartment,CofC Issued,5/5/2019
60632,,17016-10000-01868,,9/18/2017,,,,,,,,90000,,Bldg-Alter/Repair,2998 W JAMES M. WOOD BLVD 1-6 90006,Soft Story Retrofit Per Div. 93 Using Cantilevered Columns And Steel Moment Frames. Columns In Font Yard Requires Inside Unit Access,Apartment,CofC Issued,3/23/2018
60639,,17016-10000-07895,,9/18/2017,,,,,,,,60000,,Bldg-Alter/Repair,4705 W FRANKLIN AVE 90027,Soft-Story Seismic Retrofit Per Lamc Division 93. Install New Moment Frames.,Apartment,CofC Issued,4/27/2018
60649,,17016-10000-10255,,9/19/2017,,,,,,,,20000,,Bldg-Alter/Repair,12740 W MATTESON AVE 1-8 90066,Soft Story Retrofit Per Lamc Div. 93. Retrofit Consists Of Steel Cantilever Column,Apartment,CofC Issued,5/24/2018
60669,,17016-10000-15591,,9/20/2017,,,,,,,,120000,,Bldg-Alter/Repair,21712 W SEPTO ST 91311,Soft Story Retrofit Per Div. 93 Retrofit Consists Of Steel Cantilever Columns And Steel Moment Frames,Apartment,CofC Issued,9/5/2018
60670,,17016-10000-15590,,9/20/2017,,,,,,,,120000,,Bldg-Alter/Repair,21700 W SEPTO ST 91311,Soft Story Retrofit Per Div. 93 Retrofit Consists Of Steel Cantilever Columns And Steel Moment Frames,Apartment,CofC Issued,9/5/2018
60671,,17016-10000-15593,,9/20/2017,,,,,,,,120000,,Bldg-Alter/Repair,21730 W SEPTO ST 1-18 91311,Soft Story Retrofit Per Div. 93 Retrofit Consists Of Steel Cantilever Columns And Steel Moment Frames,Apartment,CofC Issued,8/13/2018
60672,,17016-10000-15595,,9/20/2017,,,,,,,,120000,,Bldg-Alter/Repair,21734 W SEPTO ST 91311,Soft Story Retrofit Per Div. 93 Retrofit Consists Of Steel Cantilever Columns And Steel Moment Frames,Apartment,CofC Issued,9/11/2018
60674,,16016-10000-12685,,9/20/2017,,,,,,,,30000,,Bldg-Alter/Repair,4009 S STEVELY AVE 90008,Additioanl Soft Story Retrofit To Supplement The Soft-Story Seismic Retrofit Perviously Done Under Permit # 12016-20000-13028 To Fully Comply With Lamc Dvision 93.,Apartment,CofC Issued,11/3/2018
60688,,17016-10000-16285,,9/21/2017,,,,,,,0,15000,,Bldg-Alter/Repair,6015 S 10TH AVE 1-12 90043,Soft-Story Seismic Retrofit Per Lamc 93: Wood Shear Wall,Apartment,CofC Issued,3/5/2018
60703,,16016-10000-30982,,9/22/2017,,,,,,,,85000,,Bldg-Alter/Repair,14306 W RIVERSIDE DR 1-14 91423,Soft Story Retrofit Of The Tuck Under Region Of An Apartment Building Using Steel Moment Frames,Apartment,CofC Issued,5/31/2018
60704,,16016-10000-18221,,9/22/2017,,,,,,,,35000,,Bldg-Alter/Repair,131 S ORLANDO AVE 1-5 90048,Soft-Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93 Using Steel Cantilever Columns,Apartment,CofC Issued,3/6/2018
60705,,17016-10000-12522,,9/22/2017,,,,,,,,30000,,Bldg-Alter/Repair,1237 S AMHERST AVE 1-9 90025,Soft-Story Retrofit For An Existing 2-Story Apartment Per Lamc Division 93. Install New Special Steel Cantilever Columns.,Apartment,CofC Issued,5/1/2020
60717,,17016-10001-06454,,9/22/2017,,,,,,,,0,,Bldg-Alter/Repair,11910 W LOUISE AVE 90066,"Supplemental To 17016-10000-06454 To Redesign To ""Soft-Story Seismic Retrofit Per Lamc 93: Ordinary Moment Frame",Apartment,Permit Finaled,2/17/2018
60735,,17016-10000-15260,,9/25/2017,,,,,,,,45000,,Bldg-Alter/Repair,2314 S CHARITON ST 1-6 90034,Soft Story Retrofit Per Lamc Div 93 Using Steel Cantilever Columns,Apartment,CofC Issued,4/13/2018
60742,,17016-10000-14275,,9/25/2017,,,,,,,,30000,,Bldg-Alter/Repair,4256 W 2ND ST 90004,Soft Story Retrofit As Per Lamc Div 93 - (2) Cantilever Columns And Grade Beam ,Apartment,CofC Issued,1/17/2020
60743,,17016-10000-14276,,9/25/2017,,,,,,,,60000,,Bldg-Alter/Repair,544 S OXFORD AVE 1-12 90020,Soft Story Retrofit As Per Lamc Div 93 - (4) Special Cantilever Column And (2) Grade Beam,Apartment,CofC Issued,11/27/2019
60744,,17016-10000-14277,,9/25/2017,,,,,,,,75000,,Bldg-Alter/Repair,150 S OXFORD AVE 90004,"Soft Story Retrofit As Per Lamc Div 93 - (4) Special Cantilever Column, (2) Grade Beam, And Shear Wall ",Apartment,CofC Issued,5/10/2019
60745,,16016-10000-16847,,9/25/2017,,,,,,,,40000,,Bldg-Alter/Repair,5629 E MONTE VISTA ST 1-10 90042,Soft-Story Retrofit Of The Tuck Under Regions For An Existing 2-Story Apartment Using Steel Moment Frame,Apartment,CofC Issued,4/22/2019
60760,,17016-10000-09644,,9/26/2017,,,,,,,,70000,,Bldg-Alter/Repair,4023 W 28TH ST 1-10 90018,Soft-Story Retrofit For An Existing 3-Story Apartment Per Lamc Division 93. Install New Moment Frames And Shear Walls.,Apartment,CofC Issued,9/5/2018
60761,,17016-10000-09645,,9/26/2017,,,,,,,,70000,,Bldg-Alter/Repair,4027 W 28TH ST 1-9 90018,Soft-Story Retrofit For An Existing 3-Story Apartment Per Lamc Division 93. Install New Moment Frames And Shear Walls.,Apartment,CofC Issued,9/5/2018
60782,,16016-10000-18965,,9/27/2017,,,,,,,,50000,,Bldg-Alter/Repair,541 S NORMANDIE AVE 90020,Soft Story Retrofit Of The Tuck Under Regions Of An Existing Apartment Building Per Lamc Div 93 Using Plywood Shearwalls And Cantilever Column System,Apartment,CofC Issued,2/17/2018
60783,,16016-10000-21918,,9/27/2017,,,,,,,,120000,,Bldg-Alter/Repair,11427 W OXNARD ST 1-30 91606,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93 Using Cantilever Column System,Apartment,CofC Issued,3/2/2018
60810,,17016-10000-08968,,9/28/2017,,,,,,,,60000,,Bldg-Alter/Repair,310 S GRAMERCY PL 90020,Soft-Story Seismic Retrofit Per Lamc Div 93: (4) Special Cantilever Columns ,Apartment,CofC Issued,2/6/2018
60848,,16016-10000-20093,,10/2/2017,,,,,,,,60000,,Bldg-Alter/Repair,4737 N ORION AVE 91403,Mandatory Soft-Story Seismic Retrofit Per 2012 Iebc App. Chapter A-4 To Comply With Lamc Division 93. Install New Special Cantilever Column System. ,Apartment,CofC Issued,5/10/2021
60849,,17016-10000-09091,,10/2/2017,,,,,,,,65000,,Bldg-Alter/Repair,941 S GRAMERCY PL 1-12 90019,Soft-Story Seismic Retrofit Per Lamc 93: (2) Ordinary Moment Frames And Wood Shear Wall.,Apartment,CofC Issued,2/25/2019
60863,,16016-10000-23131,,10/3/2017,,,,,,,,60000,,Bldg-Alter/Repair,1470 S SHERBOURNE DR 1-6 90035,Soft-Story Retrofit Of The Tuck Under Regions Of An Apartment Building. Install New Moment Frame.,Apartment,CofC Issued,11/3/2018
60868,,17016-10000-06512,,10/3/2017,,,,,,,,70000,,Bldg-Alter/Repair,11011 W PALMS BLVD 1-30 90034,Soft Story Retrofit As Per Lamc Div 93: Omf ,Apartment,CofC Issued,7/9/2018
60876,,17016-10000-18976,,10/4/2017,,,,,,,,32000,,Bldg-Alter/Repair,13850 W BESSEMER ST 91401,Soft-Story Seismic Retrofit Per Lamc Div 93: (1) Intermediate Moment Frame,Apartment,CofC Issued,3/7/2018
60890,,17016-10000-01807,,10/4/2017,,,,,,,,10000,,Bldg-Alter/Repair,119 S ORLANDO AVE 1-5 90048,Soft Story Retrofit Of The Tuck Under Regions Using Existing Cmu Walls,Apartment,CofC Issued,11/10/2020
60915,,17016-10000-10646,,10/6/2017,,,,,,,,60000,,Bldg-Alter/Repair,4228 S DEGNAN BLVD 90008,Soft-Story Seismic Retrofit Per Lamc Div 93: Construct (2) Ordinary Moment Frames.,Apartment,CofC Issued,8/2/2018
60936,,17016-10000-16287,,10/10/2017,,,,,,,,60000,,Bldg-Alter/Repair,808 S GRETNA GREEN WAY 90049, Soft-Story Seismic Retrofit Per Lamc 93: (2) Ordinary Moment Frame ,Apartment,CofC Issued,2/8/2018
60946,,17016-10000-08855,,10/10/2017,,,,,,,,30000,,Bldg-Alter/Repair,4514 W WILLOW BROOK AVE 90029,Soft-Story Seismic Retrofit Per Lamc Div 93 - Add 3 Cantilever Columns/ Grade Beam To Garage Opening,Apartment,CofC Issued,2/7/2018
60951,,17016-10000-09706,,10/11/2017,,,,,,,,70000,,Bldg-Alter/Repair,1850 S CAMDEN AVE 1-14 90025,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Lamc Div 93 Using Steel Cantilever Columns And Plywood Shear Walls,Apartment,CofC Issued,7/31/2018
60964,,17016-10000-14678,,10/11/2017,,,,,,,,60000,,Bldg-Alter/Repair,7418 N ALABAMA AVE 1-12 91303,Soft Story Retrofit Per Lamc Div 93: Install (2) Steel Moment Frames,Apartment,CofC Issued,4/20/2018
60981,,17016-10000-09078,,10/12/2017,,,,,,,,120000,,Bldg-Alter/Repair,9810 N RESEDA BLVD 1-68 91324,Mandatory Soft-Story Seismic Retrofit Per Lamc Division 93 For An Existing 3-Story Apartment. Install 4 New Moment Frames.,Apartment,CofC Issued,1/21/2019
60982,,17016-10000-09086,,10/12/2017,,,,,,,,120000,,Bldg-Alter/Repair,9850 N RESEDA BLVD 1-56 91324,Mandatory Soft-Story Seismic Retrofit Per Lamc Division 93 For An Existing 3-Story Apartment Building. Install New 4 Moment Frames.,Apartment,CofC Issued,10/21/2019
60983,,17016-10000-09084,,10/12/2017,,,,,,,,120000,,Bldg-Alter/Repair,9830 N RESEDA BLVD 1-68 91324,Mandatory Soft-Story Seismic Retrofit Per Lamc Division 93 For An Existing 3-Story Apartment. Install 4 New Moment Frames.,Apartment,CofC Issued,1/21/2019
61010,,17016-10000-10978,,10/13/2017,,,,,,,,30000,,Bldg-Alter/Repair,962 S MAGNOLIA AVE 90006,"Soft-Story Seismic Retrofit Per Lamc Division 93. New Single-Story, Steel Omf.",Apartment,OK for CofC,12/22/2017
61027,,16016-10000-30403,,10/16/2017,,,,,,,,200000,,Bldg-Alter/Repair,7215 W HILLSIDE AVE 90046,Soft-Story Seismic Retrofit Per Lamc Div 93: Using Cantilever Columns. Drag Design Requires Inside Of Building Access.,Apartment,CofC Issued,7/25/2018
61031,,17016-10000-16122,,10/16/2017,,,,,,,,30000,,Bldg-Alter/Repair,8330 W MANCHESTER AVE 1-6 90293,Soft-Story Seismic Retrofit Per Lamc 93. New Single-Story Steel O.M.F.,Apartment,CofC Issued,2/2/2018
61057,,16016-10000-25474,,10/17/2017,,,,,,,,25000,,Bldg-Alter/Repair,18309 W MALDEN ST 91325,Soft-Story Seismic Retrofit Per Lamc Div 93 Using Hardy Frame ,Apartment,CofC Issued,5/1/2018
61058,,16016-10000-25473,,10/17/2017,,,,,,,,25000,,Bldg-Alter/Repair,18301 W MALDEN ST 91325,Soft-Story Seismic Retrofit Per Lamc Div 93 Using Hardy Frame ,Apartment,CofC Issued,4/5/2018
61103,,17016-10000-17232,,10/19/2017,,,,,,,,120000,,Bldg-Alter/Repair,1111 S CORNING ST 1-15 90035,Soft-Story Retrofit For An Existing Apartment Per Lamc Division 93. Install (3) New Ordenary Moment Frame .,Apartment,CofC Issued,2/21/2018
61104,,17016-10000-17228,,10/19/2017,,,,,,,,45000,,Bldg-Alter/Repair,1852 N VAN NESS AVE 90028,Soft-Story Retrofit For An Existing 3-Story Apartment Per Lamc Division 93. Install A New Two Bay Ordenary Moment Frame.  ,Apartment,CofC Issued,3/11/2020
61106,,17016-10000-13393,,10/19/2017,,,,,,,0,20000,,Bldg-Alter/Repair,3757 S MIDVALE AVE 1-7 90034,Soft-Story Seismic Retrofit Per Lamc 93: (1) Cantilever Columns,Apartment,CofC Issued,3/12/2018
61114,,17016-10000-09429,,10/20/2017,,,,,,,,90000,,Bldg-Alter/Repair,6719 N WOODMAN AVE 91401,Soft-Story Retrofit Per Labc Division 93. Retrofit Consists Of Steel Moment Frames,Apartment,CofC Issued,4/3/2018
61170,,17016-10000-17180,,10/25/2017,,,,,,,,71600,,Bldg-Alter/Repair,9515 W CASHIO ST 1-6 90035,Soft Story Retrofit As Per Lamc Div 93. Install  Grade Beam And 2 Cantilvers Columns @ Garage Openings,Apartment,CofC Issued,1/31/2018
61180,,17016-10001-08304,,10/26/2017,,,,,,,,3000,,Bldg-Alter/Repair,4701 W ADAMS BLVD 90016,Supplemental Permit To 17016-10000-08304 To Install New Drag Beams Due To Water Damage And Dry Rot For Soft-Story Retrofit Per Lamc Division 93.,Commercial,Permit Finaled,2/28/2018
61197,,17016-10000-07591,,10/26/2017,,,,,,,,50000,,Bldg-Alter/Repair,6115 E MESA AVE 1-10 90042,Soft Story Retrofit Per Div. 93. Retrofit Consists Of Steel Moment Frames And Plywood Shear Walls,Apartment,CofC Issued,2/28/2020
61202,,17016-10000-25216,,10/27/2017,,,,,,,0,45000,,Bldg-Alter/Repair,2034 S GRAND AVE 1-4 90731,Soft Story Retrofit Per Lamc Div 93: (3)Special Cantilever Column System,Apartment,Issued,10/27/2017
61208,,17016-10000-02428,,10/27/2017,,,,,,,,35000,,Bldg-Alter/Repair,1756 N GRAMERCY PL 90028,Soft-Story Retrofit Per Div. 93 For An Existing 3-Story Apartment. Install New Ordinary Moment Frame.,Apartment,CofC Issued,1/30/2018
61209,,16016-10000-12038,,10/27/2017,,,,,,,,120000,,Bldg-Alter/Repair,14033 W BURBANK BLVD 91401,Voluntary Soft-Story Retrofit Of The Tuck Under Regions Of An Existing 2-Story Apartment Building.,Apartment,CofC Issued,2/25/2019
61225,,17016-10000-23389,,10/30/2017,,,,,,,,70000,,Bldg-Alter/Repair,1834 S BENTLEY AVE 90025,Soft-Story Seismic Retrofit Per Lamc Div 93: (2) Rbs Moment Frames,Apartment,CofC Issued,7/17/2018
61266,,17016-10000-25781,,11/1/2017,,,,,,,,15000,,Bldg-Alter/Repair,6858 N FULTON AVE 1-16 91605,Soft-Story Seismic Retrofit Per Lamc 93: (1) Special Cantilever Columns,Apartment,CofC Issued,3/20/2018
61298,,17016-10000-12898,,11/3/2017,,,,,,,,60000,,Bldg-Alter/Repair,3362 S MENTONE AVE 90034,Soft Story Retrofit Per Lamc Div. 93. Retrofit Consists Of Steel Cantilever Columns. Retrofit Requires Access To Rear Entrance Of Building. ,Apartment,CofC Issued,4/9/2018
61312,,17016-10000-09681,,11/6/2017,,,,,,,,31000,,Bldg-Alter/Repair,6818 N AGNES AVE 1-8 91605,Soft Story Retrofit As Per Lamc Div 93 - Add Omf And Grade Beam @ Parking Garage Opening.,Apartment,CofC Issued,11/3/2018
61313,,17016-10000-11731,,11/6/2017,,,,,,,0,90000,,Bldg-Alter/Repair,11661 W OHIO AVE 1-6 90025,"Soft Story Retrofit Per Division 93 - Using 2 Ordinary Moment Frames,  1 @ Nw Garage Opening, 1 @ Each Ne Side And A Shear Wall @ Sw Side Of The Building",Apartment,CofC Issued,5/8/2018
61315,,17016-10000-18604,,11/6/2017,,,,,,,,60000,,Bldg-Alter/Repair,4031 S INGLEWOOD BLVD 90066,Soft Story Retrofit As Per Lamc Div 93. Install (N) Sccs,Apartment,CofC Issued,5/30/2018
61325,,17016-10000-05967,,11/6/2017,,,,,,,,90000,,Bldg-Alter/Repair,1643 S 3RD AVE 90019,Soft Story Retrofit As Per Lamc Div 93. Retrofit  Consists Of Steel Cantilever Columns,Apartment,CofC Issued,5/26/2019
61327,,16016-10000-23900,,11/7/2017,,,,,,,,20000,,Bldg-Alter/Repair,1610 S NORTON AVE 1-6 90019,Mandatory Soft-Story Retrofit For Exisitng 2-Story Apartment Building. Install New Shear Wall At Rear Of Apartment And Infill Window At Laundry Area.,Apartment,CofC Issued,5/2/2018
61330,,17016-10000-14679,,11/7/2017,,,,,,,,30000,,Bldg-Alter/Repair,1644 W CROWN HILL AVE 90026,Soft Story Retrofit  Per Lamc Div 93: Install New Moment Frame,Apartment,CofC Issued,5/8/2018
61340,,16016-10000-29071,,11/7/2017,,,,,,,,40000,,Bldg-Alter/Repair,11015 W NATIONAL BLVD 1-14 90064,Soft Story Retrofit Per Div. 93 Of The Tuck Under Regions Of An Apartment Building. Retrofit Consists Of Steel Cantilever Columns,Apartment,CofC Issued,3/15/2018
61365,,17016-10000-03679,,11/8/2017,,,,,,,,25000,,Bldg-Alter/Repair,1818 N KINGSLEY DR 90027,Soft-Story Retrofit Of An Existing 2-Story Apartment Per Labc Division 93. Install New Moment Frame. ,Apartment,CofC Issued,11/3/2018
61375,,17016-10000-14292,,11/9/2017,,,,,,,,60000,,Bldg-Alter/Repair,1661 N WILTON PL 1-14 90028,Soft Story Retrofit  Per Lamc Div 93 Using Steel Moment Frames,Apartment,CofC Issued,7/19/2018
61404,,17016-10000-24785,,11/13/2017,,,,,,,,45000,,Bldg-Alter/Repair,12734 W CASWELL AVE 1-6 90066,Soft Story Retrofit As Per Lamc Div 93. Install New Moment Frame And Plywood Shear Wall,Apartment,CofC Issued,5/9/2018
61425,,17016-10000-05560,,11/14/2017,,,,,,,,115000,,Bldg-Alter/Repair,923 S WOOSTER ST 1-6 90035,Soft Story Retrofit Of The Tuck Under Regions Of An Apartment Building Per Div. 93 Using Perforated Shear Walls And Ordinary Moment Frames,Apartment,CofC Issued,7/27/2021
61428,,17016-10000-15201,,11/14/2017,,,,,,,,50000,,Bldg-Alter/Repair,976 E 50TH ST 90011,Soft Story Retrofit Per Lamc 93:  Omf With Tie Beam,Apartment,CofC Issued,1/13/2021
